#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Cultural Buildings

#Cultural Building Description

#Retinue names

#Event descriptions
EVTDESCSSWISH1;Please, mighty Star Spirits, hear my wish...;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_WISHHEALTH;Faithful one, your wish has been granted.  May you enjoy everlasting health!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_WISHWEALTH;Faithful one, your wish has been granted.  May you enjoy neverending wealth!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_WISHPRESTIGE;Faithful one, your wish has been granted.  May you enjoy untold appreciation!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_WISHSTATFARM;Faithful one, your wish has been granted.  May you enjoy undeniable greatness!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_WISHDENIED;You try to hold back the tears as you realise there will be no magic tonight. Your tears turn to rage.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_ZTARRED;Although you have been good and faithful to the Star Spirits, the power of the Ztars is too strong, and before you even had the chance to make them, your wishes have been taken from you.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_ZTARRED2;Your hard work and dedication to the Ztars has paid off.  That's one wish that will never be granted.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCHAPPINESS;Being a worshipper of happiness comes with certain benefits;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_WHOOPSHAPPINESS;Somehow you ended up without the happiness trait.  Whoops.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCGREED;Being a worshipper of greed comes with certain benefits;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_WHOOPSGREED;Somehow you ended up without the greed trait.  Whoops.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCYEARGREED;Your devotion to Greed pays dividends;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCGREEDSTHEFT;It's time to rob some foolish faithful!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCGREEDSTHEFT2;The Greed Spirit has visited us in the night! We have been robbed!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_VASSALTHEFT;Your vassal has robbed you!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCYEARLYGAMB;The impulse to gamble is too strong, you must indulge, you can't stop yourself.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#Event options
EVTOPTYESSSWISH1;I will hear the wish.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTNOSSWISH1;I will hear no wish from this one.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_YIPPEE;YIPPEE!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_BWAHAHAHA;BWAHAHAHA!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_MARIO5;How could I have been so unworthy?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTB_MARIO5;I will make the Star Spirits suffer!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTC_MARIO5;There's nothing I can do.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTD_MARIO5;No longer will I worship the stars!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_MARIO6;These heretics are heartless.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_MARIO7;The Ztars are strong!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_OHWO;OH WHOA WHOA WHOA!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPLOW;I'll just place a small bet;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPMID;Well, let's make things interesting...;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPHIGH;Go big or go home!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#Names
seven_stars;Astrotheology;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ztar_faith;Ztar Faith;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
dark_star_faith;Dark Star Faith;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
shine_sprites;Shine Sprite;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
happiness;Happiness;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
astrotheology;Astrotheologian;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
primitive;Primitive;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
personality_cult;Cult of Personality;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
bowser_religion;Bowser;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_THE_STAR_SPIRITS;The Star Spirits;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_THE_STARS;The Stars;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_THE_DARK_STAR;The Dark Star;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_DARK_STAR;The Dark Star;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVIL_SPIRITS;Evil Spirits;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_STARS;The Stars;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_THE_ZTARS;The Ztars;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_ZTARS;The Ztars;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_PROPHECIES;The Prophecies;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
STAR_SPIRIT;Star Spirit;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_SHINES;The Shines;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_THE_SHINES;The Shines;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_THE_SHINE_SPRITES;The Shine Sprites;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_SUPER_HAPPY_TREE;The Super Happy Tree;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_THE_SUPER_HAPPY_TREE;The Super Happy Tree;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_star_spirits;The Seven Stars;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
make_a_wish;Make a wish;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ztar_a_wish;Invoke a Ztar;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ztarred_my_wish;Stole my wish;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
robbed_me_blind;Robbed me blind;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
happiness_religion_trait;Happiness;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
WISH;Wishes;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_CATALOGUE;The Catalogue;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_GREED_SPIRIT;The Greed Spirit;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_THE_GREED_SPIRIT;The Greed Spirit;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ENVY;Envy;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
greed_religion_trait;Greed;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
greed;Greed;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
STAT_PIETY_WISH;Wishes;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
STAT_PIETY_ENVY;Envy;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
STAT_PIETY_LUCK;Luck;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
STAT_PIETY_STRENGTH;Strength;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
STAT_PIETY_VIM;Vim;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_greed_spirit;The Greed Spirit;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GREED_SPIRIT;The Greed Spirit;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_GREED_SPIRIT;The Greed Spirit;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
steal_from_liege;Steal from liege;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
steal;Your liege will be robbed;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_CASINO;The Casino;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PIT_BOSS;Pit Boss;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_GAMBLER;The Gambler;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
LUCK;Luck;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
STRENGTH;Strength;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
gambling;Gambling;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GAMBLING_MASTER;Gambling Master;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_gambling;The Casino Master;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
small_lucky;Lucky;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
unlucky;Unlucky;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
mid_lucky;Lucky;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
very_lucky;Lucky;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
gamble_decision;Gamble;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_BOSS;The Boss;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
SOLDIER;Soldier;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_BOWSER;Bowser;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
KING_BOWSER;Great King;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
BOWSER;Bowser;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_cult_of_bowser;The Cult of Bowser;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_cult_of_smithy;The Cult of Smithy;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
bowser_invasion;Invasion;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
lunatheology;Lunatheology;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_LUNAR;The Book of the Moon;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_LUNAR;The Moon;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_LUNAR2;Luna;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_LUNAR3;Selene;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_twilight_towner;Twilit Papacy;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
twilight_towner;Twilight;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_SMITHY;Smithy;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
SMITHY;Smithy;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
smithy_religion;Smithy;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
KING_SMITHY;The Great Smith;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
extraterrestrial;Extraterrestrial;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
shroob;Shroob;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_SHROOK;The Good Shrook;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
